Transcript/RepeatID (cmd=analyzeRepeats.pl rna mm10 -strand both -count exons -d CD8TCell-KLRGhi-RNA-LCMV-12d-KAA-14-10-31 CD8TCell-KLRGhi-RNA-LCMV-7d-KAA-14-10-31 CD8TCell-KLRGlo-RNA-LCMV-12d-KAA-14-10-31 CD8TCell-KLRGlo-RNA-LCMV-7d-KAA-14-10-31 CD8TCell-RNA-LCMV-0d-KAA-14-10-31 CD8TCell-RNA-LCMV-35d-rep1-KAA-14-10-31 CD8TCell-RNA-LCMV-35d-rep2-KAA-14-10-31 Foxo1-KO-CD8TCell-KLRGhi-RNA-LCMV-12d-KAA-14-10-31 Foxo1-KO-CD8TCell-KLRGhi-RNA-LCMV-7d-KAA-14-10-31 Foxo1-KO-CD8TCell-KLRGlo-RNA-LCMV-7d-KAA-14-10-31 Foxo1-KO-CD8TCell-RNA-LCMV-0d-KAA-14-10-31 -rpkm -condenseGenes)	chr	start	end	strand	Length	Copies	Annotation/Divergence	CD8TCell-KLRGhi-RNA-LCMV-12d-KAA-14-10-31 reads FPKM	CD8TCell-KLRGhi-RNA-LCMV-7d-KAA-14-10-31 reads FPKM	CD8TCell-KLRGlo-RNA-LCMV-12d-KAA-14-10-31 reads FPKM	CD8TCell-KLRGlo-RNA-LCMV-7d-KAA-14-10-31 reads FPKM	CD8TCell-RNA-LCMV-0d-KAA-14-10-31 reads FPKM	CD8TCell-RNA-LCMV-35d-rep1-KAA-14-10-31 reads FPKM	CD8TCell-RNA-LCMV-35d-rep2-KAA-14-10-31 reads FPKM	Foxo1-KO-CD8TCell-KLRGhi-RNA-LCMV-12d-KAA-14-10-31 reads FPKM	Foxo1-KO-CD8TCell-KLRGhi-RNA-LCMV-7d-KAA-14-10-31 reads FPKM	Foxo1-KO-CD8TCell-KLRGlo-RNA-LCMV-7d-KAA-14-10-31 reads FPKM	Foxo1-KO-CD8TCell-RNA-LCMV-0d-KAA-14-10-31 reads FPKM
NM_021311	chr5	128736246	128755474	+	3920.0	1	Piwil1|MIWI|-|5 G1.3|5 67.86 cM|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NR_029569	chr6	30165918	30165992	-	74.0	1	Mir182|Mirn182|mmu-mir-182|-|6|6|ncRNA	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_001081200	chr3	93144787	93149471	+	1624.0	1	Crnn|Gm1015|-|3 F2.1|3|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_175034	chr2	125068127	125088677	+	1940.0	1	Slc24a5|F630045L20Rik|JSX|NCKX5|NCX5|Oca6|RP24-221D3.1|2 F1|2|protein-coding	4.592	8.243	4.044	6.137	2.425	4.451	4.201	5.077	8.000	6.254	3.049
NM_007759	chr3	87948693	87953372	+	894.0	1	Crabp2|AI893628|Crabp-2|CrabpII|-|3F1|3|protein-coding	0.137	0.277	0.000	0.927	0.097	0.000	0.000	0.359	0.000	0.553	0.284
NM_181275	chr6	42140936	42141895	+	958.0	1	Tas2r139|Tas2r39|mt2r34|-|6 B2.1|6|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_023831	chr9	44773009	44792714	+	3323.0	1	Ift46|1500035H01Rik|AA408110|AI663846|R75047|c11orf2|-|9 A5.2|9|protein-coding	3.763	5.433	3.790	4.777	6.221	4.437	4.584	2.900	6.340	6.179	5.277
NM_010231	chr1	162829561	162866548	-	2315.0	1	Fmo1|-|-|1 H1|1 70.34 cM|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_026753	chr8	104639839	104641728	-	673.0	1	Fam96b|1110019N10Rik|-|8|8 D1|protein-coding	65.822	54.138	62.599	59.098	57.710	49.028	67.735	44.464	47.508	59.154	58.323
NM_001282055	chr13	55634999	55681267	+	5690.0	1	Ddx46|2200005K02Rik|8430438J23Rik|AI325430|AI957095|mKIAA0801|-|13|13 B2|protein-coding	24.512	29.300	30.613	33.026	24.945	29.402	28.633	28.610	31.416	34.486	27.801
NM_001083341	chr12	24831599	24960299	+	2690.0	1	Mboat2|2810049G06Rik|AU022889|AW547221|LPCAT4|Moact2|Oact2|-|12 A1.3|12|protein-coding	0.000	0.000	0.000	0.081	0.112	0.000	0.000	0.000	0.043	0.033	0.126
NM_010143	chr16	21204795	21223304	+	4127.0	1	Ephb3|AW456895|Cek10|Etk2|HEK2|MDK5|Sek4|Tyro6|-|16|16 B1-B4|protein-coding	0.000	0.000	0.000	0.032	0.000	0.000	0.000	0.000	0.038	0.022	0.000
NM_207149	chr2	85753363	85754306	+	933.0	1	Olfr1010|MOR213-1|MOR213-1_p|MOR213-7P|Olfr1011|Olfr1011-ps1|-|2 D|2|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_001081321	chr5	65615260	65697856	-	4112.0	1	Pds5a|9030416H16Rik|E230024D05Rik|mKIAA0648|-|5|5 C3.3|protein-coding	21.357	44.914	27.882	36.727	41.863	30.117	27.497	28.927	42.699	39.797	39.241
NM_001033311	chr5	117319266	117355006	+	4042.0	1	Vsig10|-|-|5 F|5|protein-coding	0.121	0.306	0.310	0.173	0.000	0.156	0.217	0.093	0.240	0.167	0.084
NM_009368	chr12	86056743	86079041	-	3376.0	1	Tgfb3|Tgfb-3|-|12 D2|12 40.09 cM|protein-coding	0.109	0.269	0.195	0.853	0.320	0.270	0.147	0.206	0.563	0.692	0.851
NM_177615	chr10	127172426	127180645	-	2196.0	1	Slc26a10|C78409|D630010I07|-|10 D3|10|protein-coding	4.429	3.716	4.714	5.819	4.559	4.380	5.307	4.607	3.764	4.154	7.023
NM_172926	chr9	88376747	88438951	-	3082.0	1	Snx14|B830022K16|C330035N22Rik|YR-14|AC116713.1|9 E3.1|9|protein-coding	14.890	10.926	18.204	12.480	9.115	16.583	17.411	15.077	17.109	21.475	6.827
NM_199195	chr9	83948781	84124240	+	1385.0	1	Bckdhb|-|-|9 E2|9|protein-coding	3.393	1.845	1.618	1.543	6.761	4.309	3.492	2.087	1.737	1.103	6.315
NM_008868	chr4	138725325	138744575	+	1610.0	1	Pla2g2c|-|-|4 D3|4 70.54 cM|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.047	0.000	0.000	0.000	0.000
NM_027422	chr10	79540245	79555091	-	2546.0	1	Mier2|2700087H15Rik|mKIAA1193|-|10 C1|10|protein-coding	8.122	6.751	10.565	9.558	14.933	10.892	12.131	9.146	7.026	7.130	10.986
NR_037212	chr10	95559231	95559321	-	90.0	1	Mir3058|mmu-mir-3058|-|10|10 49.43 cM|ncRNA	0.000	1.832	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.999	0.000
NM_207563	chr2	86374463	86375410	-	946.0	1	Olfr1057|GA_x5J8B7TRQ4E-1174-939|GA_x5J8B7TY464-2-187|MOR185-11|RP23-222H15.9|2 D|2|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_001079932	chr7	128004378	128011393	+	2464.0	1	Trim72|BC067209|MG53|-|7 F3|7|protein-coding	1.144	1.372	0.107	0.885	0.000	0.057	0.015	1.390	2.535	1.076	0.000
NM_177772	chr10	85959691	86011860	-	2311.0	1	Bpifc|4732454E24|Bpil2|-|10 C1|10|protein-coding	0.000	0.054	0.000	0.000	0.000	0.000	0.000	0.000	0.017	0.117	0.000
NM_201411	chr19	7092011	7105729	-	5858.0	1	Flrt1|AW742165|D630040I23Rik|-|19 A|19|protein-coding	0.007	0.000	0.045	0.000	0.000	0.024	0.000	0.000	0.000	0.000	0.065
NM_009059	chr17	33929894	33937687	+	2920.0	1	Rgl2|KE1.5|Rab2l|Rgt2|Rlf|-|17|17 B2|protein-coding	43.049	20.791	36.961	21.820	42.903	28.418	36.831	41.891	21.474	19.404	39.734
NM_031260	chr15	88982994	89055152	+	4023.0	1	Mov10l1|CHAMP|Csm|-|15 E3|15|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_148939	chr17	35113946	35115400	-	1050.0	1	Ly6g5b|-|-|17 B1|17|protein-coding	1.907	1.021	6.342	3.157	2.836	1.538	5.622	0.867	2.032	5.221	3.340
NM_001109042	chr15	90933275	91049951	-	6093.0	1	Kif21a|-|-|15 E3|15 45.86 cM|protein-coding	0.000	0.000	0.000	0.000	0.007	0.000	0.000	0.000	0.000	0.000	0.000
NM_026472	chr1	118321843	118333831	+	1885.0	1	Nifk|AI852665|C130020J04Rik|Mki67ip|-|1 E2.3|1|protein-coding	10.861	15.874	17.138	19.179	30.128	20.856	19.011	8.576	15.809	17.997	17.887
NM_053261	chr18	67289223	67318841	+	1376.0	1	Impa2|2210415D20Rik|AI326924|AW259601|-|18 E1|18|protein-coding	7.543	19.170	12.985	21.330	8.217	13.418	10.517	5.602	23.151	23.120	7.738
NM_001164573	chr5	114314941	114364576	+	4598.0	1	Myo1h|4631401O15Rik|-|5 F|5|protein-coding	11.332	9.851	6.467	9.105	10.746	9.024	8.614	7.172	8.464	7.906	5.955
NM_001099643	chrX	3441736	3443690	-	1949.0	4	Gm3750|-|RP23-243G7.2|X A1.1|X|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_175751	chr18	54888045	54990180	-	6100.0	1	Zfp608|4932417D18Rik|D430007A19Rik|Znf608|-|18 D3|18|protein-coding	0.000	0.101	0.011	0.150	0.141	0.000	0.012	0.000	0.013	0.044	0.270
NM_001110272	chr9	106440051	106447678	-	1118.0	1	Abhd14a|1110013B16Rik|AW558221|Dorz1|-|9 F1|9|protein-coding	5.117	1.880	11.087	3.550	8.839	6.405	9.402	1.053	2.048	3.738	7.747
NR_015541	chr18	57504422	57533752	-	958.0	1	1700066O22Rik|4930500F21Rik|4930515O13Rik|4930542C11Rik|-|18|18|ncRNA	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_177268	chr2	11777753	11790323	+	2345.0	1	Ankrd16|2810455F06Rik|AI646698|D430029B21Rik|RP23-307N14.1|2 A1|2|protein-coding	16.747	14.219	12.371	13.632	8.778	12.274	13.333	14.952	12.526	12.225	9.838
NM_001083895	chrX	133908425	133932446	+	2858.0	1	Srpx2|1110039C07Rik|SRP|SRPUL|RP23-21A16.4|X E3|X|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_001001449	chr13	119827961	119830217	-	882.0	1	AF067063|-|-|13|13|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_001033447	chr19	4625841	4698668	-	2246.0	1	Gm960|-|-|19 A|19|protein-coding	0.000	0.000	0.029	0.000	0.000	0.000	0.000	0.000	0.052	0.000	0.019
NM_013454	chr4	53030789	53159895	-	10208.0	1	Abca1|ABC-1|Abc1|RP23-95M14.8|4 A5-B3|4 28.57 cM|protein-coding	0.012	0.004	0.226	0.000	4.253	0.275	0.175	0.052	0.034	0.026	7.740
NM_134072	chr13	4059591	4090422	+	2434.0	1	Akr1c14|9030611N15Rik|AW557061|-|13 A1|13|protein-coding	0.000	0.000	0.027	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_001018087	chrX	61709616	61710950	+	1332.0	1	Ldoc1|Gm366|Mar7|Mart7|RP23-322K17.2|X A6|X|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NR_040536	chr16	34935855	34939329	-	583.0	1	1700119H24Rik|-|RP23-80O10.1|16|16|ncRNA	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_001081170	chr12	113014508	113074401	+	5454.0	1	Pacs2|6720425G15Rik|AW208651|AW489976|E230011J22|Pacs1l|mKIAA0602|-|12 F1|12|protein-coding	12.303	10.927	12.765	12.346	24.014	14.829	14.063	13.231	10.487	11.789	22.388
NM_145829	chr11	102145513	102149528	+	2106.0	1	Nags|1700120E20Rik|argA|RP23-398F7.13-001|11 D|11|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.018	0.000	0.000	0.000	0.000
NR_110484	chr6	53978691	54017383	+	1514.0	1	4921529L05Rik|-|-|6|6|ncRNA	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_146337	chr11	49112777	49113757	-	979.0	1	Olfr1396|MOR276-2|-|11 B1|11|protein-coding	0.000	0.042	0.000	0.000	0.000	0.000	0.311	0.000	0.000	0.000	0.388
NM_183111	chr9	55962589	55980932	-	782.0	1	Rfpl3s|4930563M21Rik|-|9 B|9|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_028444	chr7	105480616	105482197	-	1022.0	1	Prkcdbp|3110015B12Rik|6330514M23Rik|SRBC|-|7|7 F1|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.124
NM_025399	chr12	112934733	112942118	-	786.0	1	Nudt14|1110030M18Rik|-|12|12 F2|protein-coding	14.454	11.431	34.139	23.692	28.440	28.939	28.248	12.123	18.512	21.209	17.954
NM_133239	chr1	139198254	139377076	-	4688.0	1	Crb1|7530426H14Rik|A930008G09Rik|AC138741.3|1 F|1 60.87 cM|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NR_036606	chr2	158192008	158195734	+	587.0	1	1700060C20Rik|-|RP23-407H16.2|2 H1|2|ncRNA	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_001243165	chr4	88806026	88806993	+	965.0	3	Gm13289|OTTMUSG00000011290|RP23-139P14.15-001|4 C4|4|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_008548	chr10	53906033	54075796	-	3874.0	1	Man1a|Man1a1|PCR1|-|10 B3|10|protein-coding	17.173	19.470	17.920	21.029	25.643	22.616	20.565	24.099	24.439	22.861	22.947
NM_010173	chr4	115996656	116017902	-	3799.0	1	Faah|AW412498|RP23-383D12.3|4 D1|4 53.08 cM|protein-coding	11.263	12.607	30.127	25.737	28.910	30.953	31.567	9.455	10.622	17.990	26.714
NM_139305	chr4	43507026	43513725	+	1946.0	1	Car9|CAIX|Ca9|MN/CA9|RP23-195K8.9|4 B1|4|protein-coding	0.063	0.021	0.068	0.179	0.089	0.072	0.294	0.055	0.498	0.485	0.152
NM_138668	chr8	45975528	45996956	+	1624.0	1	Ufsp2|1810047C23Rik|-|8 B1.1|8|protein-coding	11.022	13.629	6.211	12.514	7.866	10.591	9.966	10.087	17.107	17.071	9.444
NM_020008	chr6	129461591	129472777	-	2269.0	1	Clec7a|BGR|Clecsf12|beta-GR|-|6 F3|6|protein-coding	0.000	0.272	0.000	0.000	0.076	0.000	0.000	0.000	0.086	0.000	0.037
NM_145391	chr6	125224212	125231860	-	2064.0	1	Tapbpl|BC017613|TAPBPL-R|Tapbplr|-|6 F3|6|protein-coding	27.085	36.963	45.965	55.485	44.137	36.428	41.312	36.751	57.507	75.781	51.484
NM_001126322	chr11	99771714	99772913	-	1197.0	1	Gm11595|OTTMUSG00000002543|RP23-132J20.16-001|11 D|11|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.032	0.000	0.000
NR_105786	chr19	9017904	9017931	+	27.0	1	Mir6367|mmu-mir-6367|-|-|ncRNA	105.948	257.981	92.790	201.901	12.786	78.004	64.883	279.556	238.558	176.404	28.168
NR_003243	chrX	71972986	71989046	+	933.0	1	Fate1|9230118O15Rik|RP23-233O1.3|X A7.3|X|pseudo	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_001025395	chr2	157424293	157471838	+	3853.0	1	Src|AW259666|pp60c-src|RP23-169M4.1|2 H1|2 78.35 cM|protein-coding	1.082	0.353	0.411	0.158	0.190	0.674	0.642	1.501	0.433	0.478	0.241
NM_022428	chr8	92674289	92680956	+	3361.0	1	Irx6|-|-|8 C5|8 44.99 cM|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_001033875	chr4	141838240	141846359	-	947.0	1	Ctrc|1810044E12Rik|-|4 E1|4|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_022410	chr15	77760585	77842175	-	7392.0	1	Myh9|Fltn|Myhn-1|Myhn1|NMHCIIA|NMMHC-A|NMMHC-IIA|TU72.6|AL583886.1|15 E1|15 36.81 cM|protein-coding	157.602	212.921	212.656	212.360	225.842	201.019	212.189	126.690	204.207	194.418	209.188
NM_019454	chr2	119325784	119335666	+	3438.0	1	Dll4|Delta4|RP23-46P4.8|2|2 E3|protein-coding	0.131	0.096	0.134	0.000	0.013	0.000	0.000	0.000	0.124	0.013	0.111
NM_029270	chr5	102481391	102897937	+	3334.0	1	Arhgap24|0610025G21Rik|-|5|5 E4|protein-coding	0.000	0.000	0.000	0.000	0.013	0.000	0.000	0.000	0.000	0.000	0.000
NM_001037321	chr16	36966073	36979136	-	2513.0	1	Fbxo40|9830003A13Rik|mKIAA1195|-|16 B3|16|protein-coding	0.244	0.000	0.026	0.000	0.017	0.140	0.045	0.128	0.000	0.000	0.151
NM_080458	chr4	106483458	106492243	-	2708.0	1	Bsnd|-|RP23-159J7.2|4 C7|4|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_138306	chr2	91932822	91963563	-	3461.0	1	Dgkz|E130307B02Rik|ENSMUSG00000075035|F730209L11Rik|mDGK[z]|RP23-273F8.4|2 E1|2|protein-coding	130.142	109.095	134.488	133.415	122.031	109.210	117.320	103.847	129.331	129.100	128.671
NR_033707	chr7	10794241	10799065	-	2253.0	1	Zscan4a|BQ559217|-|7 A1|7|pseudo	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_053190	chr9	21242917	21248443	-	2490.0	1	S1pr5|Edg8|S1P5|lpB4|-|9|9 A4|protein-coding	350.475	88.076	24.783	15.500	0.433	65.495	69.177	371.693	128.279	23.585	1.018
NM_176921	chr9	58488603	58499742	+	2134.0	1	6030419C18Rik|-|-|9 B|9|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_134247	chr12	84038379	84044723	+	2320.0	1	Acot4|B430212I04Rik|PTE-Ib|Pte1b|Pte2b|-|12|12 D3|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_147056	chr7	104106281	104107219	+	937.0	1	Olfr646|MOR33-2|-|7 E3|7|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_009314	chr10	62252438	62265990	+	2251.0	1	Tacr2|Nk2r|Skr|Tac2r|-|10 B4|10|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_199257	chr8	22283441	22371418	+	2519.0	1	Tpte|Pten2|-|8 A2|8|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NR_035486	chr5	30170739	30170816	+	77.0	1	Mir1960|mmu-mir-1960|-|5|5 16.07 cM|ncRNA	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.504	0.000	0.000
NM_001085508	chr4	43668971	43692667	+	4759.0	1	Tmem8b|4930500O05Rik|RP23-191F22.12-001|4 B1|4|protein-coding	0.077	0.000	0.069	0.009	0.508	0.044	0.240	0.124	0.073	0.066	0.542
NM_212446	chr2	151716062	151741293	-	3533.0	1	Psmf1|AW048666|BC012260|PI31|RP23-402M7.5|2 G3|2|protein-coding	12.920	13.276	12.764	16.257	15.097	10.392	13.237	10.728	14.014	15.135	11.947
NM_145435	chr11	102106676	102107776	-	494.0	1	Pyy|-|RP23-398F7.10-002|11 D|11|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_001104644	chr7	12581470	12606544	-	2415.0	1	Vmn2r53|EG637908|Gm471|-|7 A1|7|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_028788	chr4	45848947	45887008	+	3586.0	1	Stra6l|1300002K09Rik|Rbpr2|RP23-358I3.4|4 B1|4|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_027570	chr8	111626271	111630322	-	2208.0	1	Ldhd|4733401P21Rik|D8Bwg1320e|-|8 E1|8 57.98 cM|protein-coding	0.000	0.000	0.000	0.000	0.606	0.032	0.017	0.000	0.070	0.000	0.689
NR_033542	chr3	146367153	146378944	-	2416.0	1	Gm10636|ENSMUSG00000074175|-|-|ncRNA	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_147004	chr11	74053776	74054778	-	1000.0	1	Olfr399|MOR255-1|RP23-221M24.2|11 B4|11|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_153761	chr7	18839966	18858653	+	1112.0	1	Mill2|Micb|-|7 A3|7 9.35 cM|protein-coding	0.000	0.000	0.059	0.000	0.000	0.000	0.034	0.241	0.070	0.000	0.000
NM_016700	chr14	33377899	33447158	-	5741.0	1	Mapk8|AI849689|JNK|JNK1|Prkm8|SAPK1|-|14 B|14|protein-coding	2.434	3.152	2.572	2.568	5.006	4.097	3.788	3.049	2.852	2.982	4.960
NM_001081119	chr8	9977717	9992154	+	5069.0	1	Abhd13|1110065L07Rik|AI463703|AI788994|-|8|8 A2|protein-coding	10.948	9.489	10.938	9.343	12.872	13.559	12.133	13.549	9.170	10.389	9.611
NM_009447	chr1	75214974	75219253	-	2047.0	1	Tuba4a|M[a]4|Tuba4|-|1|1 C3|protein-coding	94.787	82.714	133.437	93.783	143.651	118.287	115.962	86.901	79.120	104.288	202.671
NM_146485	chr16	58995404	59000616	+	1193.0	1	Olfr183|MOR183-2|-|16 C2|16|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NR_003547	chrX_GL456233_random	268799	270075	+	1276.0	1	Zf12|-|-|-|pseudo	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_011234	chr2	119112817	119136070	+	2126.0	1	Rad51|AV304093|Rad51a|Reca|RP23-15I21.4|2 F1|2 59.92 cM|protein-coding	2.345	37.823	0.899	25.805	0.507	0.462	1.666	1.083	26.537	25.890	0.477
NM_212452	chr3	79644716	79737794	-	2258.0	1	Rxfp1|Gm1018|Lgr7|-|3 E3|3|protein-coding	0.018	0.000	0.000	0.000	0.000	0.000	0.000	0.071	0.000	0.000	0.112
NM_009136	chr8	57455923	57477585	+	695.0	1	Scrg1|AW124307|-|8 B2|8 29.8 cM|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_181072	chr9	70207350	70400067	+	4914.0	1	Myo1e|2310020N23Rik|9130023P14Rik|AA407778|myosin-1e|myr 3|-|9 D|9 39.41 cM|protein-coding	0.565	1.367	0.563	1.952	0.211	0.414	0.604	0.523	1.255	1.426	0.920
NM_001081374	chr7	127932638	127946725	-	3044.0	1	Prss36|C330007D15Rik|-|7 F3|7|protein-coding	0.027	0.095	0.108	0.430	0.454	0.023	0.250	0.193	0.140	0.295	0.416
NM_146247	chr16	8470813	8490197	+	1300.0	1	Mettl22|-|-|16 A1|16|protein-coding	7.922	5.009	13.034	9.225	12.648	12.475	10.781	4.447	4.805	5.392	15.276
NM_011895	chr4	34663257	34687438	-	2029.0	1	Slc35a1|AA408150|AI314851|RP23-76M15.2|4 A5|4|protein-coding	8.600	7.678	10.235	7.845	11.038	10.484	9.854	8.390	7.133	7.773	9.662
NM_001184980	chr7	13623967	13670807	+	1038.0	1	Sult2a5|EG434264|Gm15438|OTTMUSG00000021844|-|7 A1|7|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_009832	chr12	108179738	108203359	+	2618.0	1	Ccnk|AW123198|AW413594|CPR4|CycK|-|12 F1|12 59.23 cM|protein-coding	44.425	42.271	42.937	43.044	35.984	32.340	37.327	31.898	37.823	39.269	37.023
NM_027405	chr12	86241878	86291368	+	3907.0	1	Gpatch2l|1700020O03Rik|4732487G21Rik|A630090I05Rik|Kiaa1152|-|12 D3|12|protein-coding	16.892	15.602	14.816	14.622	14.723	13.009	14.231	19.717	18.830	17.389	16.048
NM_198103	chr8	124890299	124897705	-	7404.0	1	Exoc8|AI414418|EXO84|Exo84p|R74783|SEC84|-|8 E2|8|protein-coding	5.933	5.010	6.322	4.747	3.888	6.286	6.193	6.587	4.711	5.098	3.795
NM_019920	chr3	137918555	137928762	+	1254.0	1	Lamtor3|AW556229|Map2k1ip1|Mapbp|Mapksp1|Mp1|-|3 G3|3|protein-coding	12.546	16.762	8.780	18.814	8.018	11.981	11.753	11.227	18.225	17.271	8.558
NM_016881	chr16	8637707	8657524	+	1791.0	1	Pmm2|AI585868|C86848|-|16 A1|16|protein-coding	35.458	38.431	43.658	44.049	30.167	40.021	43.250	33.028	37.328	39.012	26.587
NR_029725	chr13	48538179	48538272	-	93.0	1	Mirlet7a-1|Let-7a|Mirnlet7a|Mirnlet7a-1|-|13|13|ncRNA	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_026805	chr5	114026913	114091380	-	3168.0	1	Svop|1110030H18Rik|AI415691|msvop|-|5 F|5|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_010161	chr11	79526561	79530609	-	1479.0	1	Evi2a|AW491894|Evi-2|Evi2|RP23-271B20.1|11 B5|11 46.81 cM|protein-coding	35.505	26.307	24.339	26.656	24.218	36.834	32.444	30.114	37.726	37.642	33.938
NM_018764	chr5	57718021	57729465	+	5606.0	1	Pcdh7|-|-|5 C3-D|5|protein-coding	0.000	0.000	0.000	0.008	0.000	0.000	0.000	0.000	0.000	0.000	0.023
NM_010769	chr4	130944385	130955476	+	1992.0	1	Matn1|CMP|Crtm|Mat1|matrilin-1|RP23-218C2.1|4 D2.3|4 64.09 cM|protein-coding	0.021	0.062	0.033	0.000	0.173	0.000	0.057	0.645	0.175	0.090	0.000
NM_008808	chr5	138976972	138994953	-	1010.0	1	Pdgfa|-|-|5 G2|5 77.65 cM|protein-coding	0.000	0.000	0.000	0.130	0.000	0.000	0.000	0.000	0.077	0.044	0.000
NR_106010	chr6	116645978	116646047	-	69.0	1	Mir7043|mmu-mir-7043|-|-|ncRNA	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_001004145	chr9	124348831	124354483	+	2391.0	1	Nlrp4g|nalp4g|-|9|9|protein-coding	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
NM_177224	chr8	90828835	91054508	+	11475.0	1	Chd9|1810014J18Rik|9030205D12Rik|A330063D19Rik|AD013|PRIC320|mKIAA0308|-|8 C5|8|protein-coding	3.942	2.697	4.884	3.170	5.878	5.757	6.113	5.365	3.831	4.053	6.679
NM_001286122	chr12	111166370	111267155	+	6962.0	1	Traf3|AI528849|CAP-1|CD40bp|CRAF1|LAP1|T-BAM|amn|-|12 F|12 60.94 cM|protein-coding	13.812	12.006	15.540	10.699	16.928	15.479	15.803	14.056	9.915	10.372	17.697
